,ID,Name,Pseudonyms,Link,Picture,Lived in,Born,Died,Jobs
18,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,Australia,1890,1925,art director
19,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,Australia,1890,1925,director
20,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,Australia,1890,1925,editor
21,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,Australia,1890,1925,actress
22,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,Australia,1890,1925,producer
23,16055,Lottie Lyell,Lottie Edith Cox,https://wfpp.columbia.edu/person/lottie-lyell/,https://wfpp.columbia.edu/wp-content/uploads/2017/09/WFP2-LYE19.jpg,Australia,1890,1925,writer
24,1592,Mona Donaldson,Miss D,https://wfpp.columbia.edu/person/mona-donaldson/,,Australia,1901,Unknown,booking clerk
25,1592,Mona Donaldson,Miss D,https://wfpp.columbia.edu/person/mona-donaldson/,,Australia,1901,Unknown,censor
26,1592,Mona Donaldson,Miss D,https://wfpp.columbia.edu/person/mona-donaldson/,,Australia,1901,Unknown,editor
27,1624,Paulette McDonagh,,https://wfpp.columbia.edu/person/paulette-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/paullete-macdonald.jpg,Australia,1901,1978,director
28,1624,Paulette McDonagh,,https://wfpp.columbia.edu/person/paulette-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/paullete-macdonald.jpg,Australia,1901,1978,filmmaker
29,1624,Paulette McDonagh,,https://wfpp.columbia.edu/person/paulette-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/paullete-macdonald.jpg,Australia,1901,1978,business partner
30,1624,Paulette McDonagh,,https://wfpp.columbia.edu/person/paulette-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/paullete-macdonald.jpg,Australia,1901,1978,writer
31,1613,Señora Spencer,Mary Stuart Huntly|Mary Stuart Spencer,https://wfpp.columbia.edu/person/senora-spencer/,,Australia,1871,1940,cinema proprietor
32,1613,Señora Spencer,Mary Stuart Huntly|Mary Stuart Spencer,https://wfpp.columbia.edu/person/senora-spencer/,,Australia,1871,1940,business partner
33,1613,Señora Spencer,Mary Stuart Huntly|Mary Stuart Spencer,https://wfpp.columbia.edu/person/senora-spencer/,,Australia,1871,1940,exhibitor
34,1613,Señora Spencer,Mary Stuart Huntly|Mary Stuart Spencer,https://wfpp.columbia.edu/person/senora-spencer/,,Australia,1871,1940,producer
35,1613,Señora Spencer,Mary Stuart Huntly|Mary Stuart Spencer,https://wfpp.columbia.edu/person/senora-spencer/,,Australia,1871,1940,projectionist
36,1620,Isabel McDonagh,Marie Lorraine,https://wfpp.columbia.edu/person/isabel-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/isabell-mcdonagh.jpg,Australia|England,1899,1982,business partner
37,1620,Isabel McDonagh,Marie Lorraine,https://wfpp.columbia.edu/person/isabel-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/isabell-mcdonagh.jpg,Australia|England,1899,1982,actress
38,1622,Phyllis McDonagh,,https://wfpp.columbia.edu/person/phyllis-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/phyllis-mcdonagh.jpg,Australia|New Zealand,1900,1972,art director
39,1622,Phyllis McDonagh,,https://wfpp.columbia.edu/person/phyllis-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/phyllis-mcdonagh.jpg,Australia|New Zealand,1900,1972,business partner
40,1622,Phyllis McDonagh,,https://wfpp.columbia.edu/person/phyllis-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/phyllis-mcdonagh.jpg,Australia|New Zealand,1900,1972,writer
41,1622,Phyllis McDonagh,,https://wfpp.columbia.edu/person/phyllis-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/phyllis-mcdonagh.jpg,Australia|New Zealand,1900,1972,producer
42,1622,Phyllis McDonagh,,https://wfpp.columbia.edu/person/phyllis-mcdonagh/,https://wfpp.columbia.edu/wp-content/uploads/2012/08/phyllis-mcdonagh.jpg,Australia|New Zealand,1900,1972,publicist
43,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,director
44,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,writer
45,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,actress
46,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,producer
47,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,critic
48,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,director
49,1551,Kate Howarde,Catherine Clarissa Black|Catherine Clarissa Jones|Mrs. William Henry de Saxe,https://wfpp.columbia.edu/person/kate-howarde/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-HOWA01.jpg,Australia|New Zealand|United States,1864,1939,entrepreneur
50,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,director
51,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,director
52,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,writer
53,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,dressmaker
54,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,actress
55,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,designer
56,1367,Annette Kellerman,Annette Kellermann|Annette Marie Sarah Kellerman|Mrs. James Sullivan,https://wfpp.columbia.edu/person/annette-kellerman/,https://wfpp.columbia.edu/wp-content/uploads/Kellerman_CCP_FIG168H_WFP-KELA081.jpg,Australia|United States,1887,1975,stunt person
57,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,adapter
58,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,director
59,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,comedienne
60,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,continuity
61,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,extra
62,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,actress
63,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,editor
64,1389,Bess Meredyth,Helen MacGlashan|Mrs. Wilfred Lucas|Mrs. Michael Curtiz,https://wfpp.columbia.edu/person/bess-meredyth/,https://wfpp.columbia.edu/wp-content/uploads/Meredyth_CCP_FIG193_WFP-MER021.jpg,Australia|United States,1890,1969,writer
65,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,art director
66,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,musician
67,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,writer
68,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,dressmaker
69,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,extra
70,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,actress
71,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,producer
72,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,reader
73,1453,Dorothy Gordon,Andrea Dorothy Gordon Jenner|Andrea,https://wfpp.columbia.edu/person/dorothy-gordon/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP-GOR06portrait.jpg,Australia|United States,1891,1985,stunt person
74,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,director
75,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,producer
76,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,writer
77,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,continuity
78,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,dressmaker
79,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,director
80,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,actress
81,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,make-up
82,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,producer
83,10776,Elsa Chauvel,Elsie May Wilcox|Elsa Silveni/Sylvaney|Ann Wynn,https://wfpp.columbia.edu/person/elsa-chauvel/,https://wfpp.columbia.edu/wp-content/uploads/2015/07/WFP-CHAU02.jpg,Australia|United States,1898,1983,stunt person
84,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,director
85,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,writer
86,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,director
87,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,editor
88,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,actress
89,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,producer
90,1565,Louise Lovely,Louise Carbasse|Louise Welch,https://wfpp.columbia.edu/person/louise-lovely/,https://wfpp.columbia.edu/wp-content/uploads/2012/02/WFP2-LOVE03.jpg,Australia|United States,1895,1980,designer
91,17005,Louise Kolm-Fleck,Louise/Luise Veltée|Louise/Luise Kolm|Louise/Luise Fleck,https://wfpp.columbia.edu/person/louise-kolm-fleck/,https://wfpp.columbia.edu/wp-content/uploads/2018/08/WFP2-FLE01-featured-imagejpg.jpg,Austria|China|Germany,1873,1950,director
92,17005,Louise Kolm-Fleck,Louise/Luise Veltée|Louise/Luise Kolm|Louise/Luise Fleck,https://wfpp.columbia.edu/person/louise-kolm-fleck/,https://wfpp.columbia.edu/wp-content/uploads/2018/08/WFP2-FLE01-featured-imagejpg.jpg,Austria|China|Germany,1873,1950,producer
93,17005,Louise Kolm-Fleck,Louise/Luise Veltée|Louise/Luise Kolm|Louise/Luise Fleck,https://wfpp.columbia.edu/person/louise-kolm-fleck/,https://wfpp.columbia.edu/wp-content/uploads/2018/08/WFP2-FLE01-featured-imagejpg.jpg,Austria|China|Germany,1873,1950,writer
94,17005,Louise Kolm-Fleck,Louise/Luise Veltée|Louise/Luise Kolm|Louise/Luise Fleck,https://wfpp.columbia.edu/person/louise-kolm-fleck/,https://wfpp.columbia.edu/wp-content/uploads/2018/08/WFP2-FLE01-featured-imagejpg.jpg,Austria|China|Germany,1873,1950,film company founding partner
95,1537,Ida Jenbach,Ida Jakobovits,https://wfpp.columbia.edu/person/ida-jenbach/,,Austria|Germany,1868,1943,adapter
96,1537,Ida Jenbach,Ida Jakobovits,https://wfpp.columbia.edu/person/ida-jenbach/,,Austria|Germany,1868,1943,director
97,1537,Ida Jenbach,Ida Jakobovits,https://wfpp.columbia.edu/person/ida-jenbach/,,Austria|Germany,1868,1943,dramaturge
98,1537,Ida Jenbach,Ida Jakobovits,https://wfpp.columbia.edu/person/ida-jenbach/,,Austria|Germany,1868,1943,co-founder
99,1537,Ida Jenbach,Ida Jakobovits,https://wfpp.columbia.edu/person/ida-jenbach/,,Austria|Germany,1868,1943,writer
100,1537,Ida Jenbach,Ida Jakobovits,https://wfpp.columbia.edu/person/ida-jenbach/,,Austria|Germany,1868,1943,actress
101,1404,Carmen Cartellieri,Franziska Ottilia Cartellieri|Carmen Teschen|Mrs. Emanuel Ziffer Edler von Teschenbruck|Mrs. Mano Ziffer-Teschenbruck,https://wfpp.columbia.edu/person/carmen-cartellieri/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP2-CART09.jpg,Austria|Germany|Hungary,1891,1953,writer
102,1404,Carmen Cartellieri,Franziska Ottilia Cartellieri|Carmen Teschen|Mrs. Emanuel Ziffer Edler von Teschenbruck|Mrs. Mano Ziffer-Teschenbruck,https://wfpp.columbia.edu/person/carmen-cartellieri/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP2-CART09.jpg,Austria|Germany|Hungary,1891,1953,actress
103,1404,Carmen Cartellieri,Franziska Ottilia Cartellieri|Carmen Teschen|Mrs. Emanuel Ziffer Edler von Teschenbruck|Mrs. Mano Ziffer-Teschenbruck,https://wfpp.columbia.edu/person/carmen-cartellieri/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP2-CART09.jpg,Austria|Germany|Hungary,1891,1953,producer
104,1405,Carmen Santos,Maria do Carmo Santos,https://wfpp.columbia.edu/person/carmen-santos/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-SANT08.jpg,Brazil,1904,1952,director
105,1405,Carmen Santos,Maria do Carmo Santos,https://wfpp.columbia.edu/person/carmen-santos/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-SANT08.jpg,Brazil,1904,1952,actress
106,1405,Carmen Santos,Maria do Carmo Santos,https://wfpp.columbia.edu/person/carmen-santos/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-SANT08.jpg,Brazil,1904,1952,film company founding partner
107,1405,Carmen Santos,Maria do Carmo Santos,https://wfpp.columbia.edu/person/carmen-santos/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-SANT08.jpg,Brazil,1904,1952,producer
108,1405,Carmen Santos,Maria do Carmo Santos,https://wfpp.columbia.edu/person/carmen-santos/,https://wfpp.columbia.edu/wp-content/uploads/2013/08/WFP-SANT08.jpg,Brazil,1904,1952,writer
109,17726,Cleo de Verberena,Jacyra Martins da Silveira,https://wfpp.columbia.edu/person/cleo-de-verberena/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP-VER06-e1542400402414.jpg,Brazil,1904,1972,director
110,17726,Cleo de Verberena,Jacyra Martins da Silveira,https://wfpp.columbia.edu/person/cleo-de-verberena/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP-VER06-e1542400402414.jpg,Brazil,1904,1972,actress
111,17726,Cleo de Verberena,Jacyra Martins da Silveira,https://wfpp.columbia.edu/person/cleo-de-verberena/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP-VER06-e1542400402414.jpg,Brazil,1904,1972,film company founding partner
112,17726,Cleo de Verberena,Jacyra Martins da Silveira,https://wfpp.columbia.edu/person/cleo-de-verberena/,https://wfpp.columbia.edu/wp-content/uploads/2018/11/WFP-VER06-e1542400402414.jpg,Brazil,1904,1972,film company owner
113,21695,Eva Nil,Eva Comello,https://wfpp.columbia.edu/person/eva-nil/,https://wfpp.columbia.edu/wp-content/uploads/2020/07/WFP2-NIL01-scaled.jpg,Brazil,1909,1990,actress
114,21695,Eva Nil,Eva Comello,https://wfpp.columbia.edu/person/eva-nil/,https://wfpp.columbia.edu/wp-content/uploads/2020/07/WFP2-NIL01-scaled.jpg,Brazil,1909,1990,film company owner
115,21695,Eva Nil,Eva Comello,https://wfpp.columbia.edu/person/eva-nil/,https://wfpp.columbia.edu/wp-content/uploads/2020/07/WFP2-NIL01-scaled.jpg,Brazil,1909,1990,producer
116,13054,Dorothea Mitchell,“Lady Lumberjack”,https://wfpp.columbia.edu/person/dorothea-mitchell/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-MIT03-featured-image.jpg,Canada,1877,1976,filmmaker
117,13054,Dorothea Mitchell,“Lady Lumberjack”,https://wfpp.columbia.edu/person/dorothea-mitchell/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-MIT03-featured-image.jpg,Canada,1877,1976,cinematographer
118,13054,Dorothea Mitchell,“Lady Lumberjack”,https://wfpp.columbia.edu/person/dorothea-mitchell/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-MIT03-featured-image.jpg,Canada,1877,1976,director
119,13054,Dorothea Mitchell,“Lady Lumberjack”,https://wfpp.columbia.edu/person/dorothea-mitchell/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-MIT03-featured-image.jpg,Canada,1877,1976,editor
120,13054,Dorothea Mitchell,“Lady Lumberjack”,https://wfpp.columbia.edu/person/dorothea-mitchell/,https://wfpp.columbia.edu/wp-content/uploads/2016/07/WFP2-MIT03-featured-image.jpg,Canada,1877,1976,actress
